Age,Gender,ItemPurchased,Category,PurchaseAmount(USD),Location,Color,Season
55,Female,Shirt,Clothing,70,Tennessee,Magenta,Fall
52,Female,Hoodie,Clothing,26,West Virginia,Peach,Winter
62,Female,Dress,Clothing,100,California,Charcoal,Summer
64,Female,Dress,Clothing,82,Georgia,Gold,Summer
43,Female,Sneakers,Footwear,24,Maryland,Purple,Spring
61,Female,Blouse,Clothing,74,Idaho,Teal,Summer
26,Female,Backpack,Accessories,58,California,Green,Summer
22,Female,Sweater,Clothing,56,Alabama,Orange,Spring
51,Female,Boots,Footwear,37,Utah,Peach,Spring
69,Female,Handbag,Accessories,64,Kentucky,Gold,Spring
50,Female,Hoodie,Clothing,58,Vermont,Violet,Spring
51,Female,Belt,Accessories,44,Iowa,Charcoal,Summer
56,Female,Jewelry,Accessories,39,Georgia,Brown,Summer
59,Female,Blouse,Clothing,48,Alabama,Blue,Spring
18,Female,Handbag,Accessories,32,Nebraska,Gold,Fall
48,Female,Handbag,Accessories,79,Rhode Island,Orange,Winter
53,Female,Coat,Outerwear,27,South Dakota,Turquoise,Winter
45,Female,Belt,Accessories,98,Illinois,Peach,Fall
21,Female,Boots,Footwear,67,North Carolina,Magenta,Winter
42,Female,Socks,Clothing,37,Florida,Black,Winter
60,Female,Shoes,Footwear,49,Pennsylvania,White,Spring
21,Female,Sneakers,Footwear,74,Vermont,Violet,Fall
69,Female,Jewelry,Accessories,93,Colorado,Olive,Summer
40,Female,Handbag,Accessories,60,Utah,Red,Summer
31,Female,Coat,Outerwear,76,Kentucky,Green,Spring
44,Female,Sunglasses,Accessories,64,Wyoming,Gold,Summer
48,Female,Shoes,Footwear,38,Maine,Olive,Spring
32,Female,Shoes,Footwear,91,Maine,Brown,Winter
42,Female,Boots,Footwear,70,New Hampshire,Magenta,Summer
27,Female,Sandals,Footwear,22,Kansas,Violet,Fall
69,Female,Gloves,Accessories,59,New Jersey,Beige,Spring
67,Female,Backpack,Accessories,22,North Carolina,Blue,Spring
41,Female,Handbag,Accessories,74,West Virginia,Orange,Winter
46,Female,Sweater,Clothing,71,Kentucky,Maroon,Spring
47,Female,Coat,Outerwear,80,California,Charcoal,Summer
33,Female,T-shirt,Clothing,59,South Dakota,Olive,Fall
51,Female,Backpack,Accessories,96,California,Green,Fall
26,Female,Sunglasses,Accessories,43,Connecticut,Brown,Winter
22,Female,Belt,Accessories,76,Idaho,Cyan,Winter
49,Female,Jacket,Outerwear,59,North Dakota,Beige,Fall
58,Female,Skirt,Clothing,48,Michigan,Teal,Summer
70,Female,Belt,Accessories,22,Missouri,Gray,Spring
32,Female,Boots,Footwear,40,California,Indigo,Winter
62,Female,Jeans,Clothing,73,Delaware,Magenta,Spring
52,Female,Shoes,Footwear,26,Alabama,Red,Fall
23,Female,Sweater,Clothing,41,New Hampshire,Turquoise,Spring
26,Female,Jewelry,Accessories,98,New York,Peach,Spring
58,Female,Shirt,Clothing,63,Oregon,White,Winter
26,Female,Boots,Footwear,55,Massachusetts,Maroon,Winter
54,Female,Shorts,Clothing,90,Utah,Beige,Winter
66,Female,Handbag,Accessories,46,New Hampshire,Blue,Summer
60,Female,Sweater,Clothing,88,Illinois,Red,Spring
32,Female,Belt,Accessories,95,Alaska,Blue,Spring
48,Female,Belt,Accessories,31,Wyoming,Maroon,Fall
69,Female,Hoodie,Clothing,42,Colorado,Yellow,Spring
64,Female,Sneakers,Footwear,44,Vermont,Pink,Winter
56,Female,T-shirt,Clothing,99,Utah,Maroon,Spring
22,Female,Pants,Clothing,20,Illinois,Purple,Summer
46,Female,Scarf,Accessories,37,Idaho,Indigo,Spring
24,Female,Sweater,Clothing,50,Nevada,Gray,Winter
47,Female,Handbag,Accessories,73,Utah,Lavender,Summer
62,Female,Shirt,Clothing,84,North Carolina,Charcoal,Spring
34,Female,Dress,Clothing,64,Arkansas,Teal,Spring
50,Female,Sandals,Footwear,21,North Carolina,Blue,Fall
29,Female,Shirt,Clothing,36,Texas,Peach,Summer
68,Female,Dress,Clothing,81,Nevada,Orange,Winter
52,Female,Sunglasses,Accessories,54,Utah,Silver,Fall
29,Female,Socks,Clothing,63,Pennsylvania,Red,Summer
22,Female,Sandals,Footwear,59,Georgia,Gray,Summer
62,Female,Hat,Accessories,53,Minnesota,Beige,Fall
69,Female,Shirt,Clothing,63,Kansas,White,Winter
48,Female,Shoes,Footwear,33,Delaware,Silver,Fall
66,Female,Pants,Clothing,64,New Mexico,Cyan,Summer
42,Female,Shirt,Clothing,98,Michigan,Maroon,Fall
50,Female,Hat,Accessories,85,Vermont,Purple,Winter
32,Female,Jewelry,Accessories,82,Idaho,Brown,Summer
51,Female,Jacket,Outerwear,85,South Dakota,Green,Summer
27,Female,Shirt,Clothing,37,Illinois,Peach,Winter
43,Female,Pants,Clothing,56,Georgia,Turquoise,Summer
48,Female,Skirt,Clothing,33,Oregon,Olive,Fall
62,Female,Sandals,Footwear,57,Alabama,Yellow,Winter
65,Female,Blouse,Clothing,31,Hawaii,Gray,Winter
50,Female,Socks,Clothing,69,Oregon,Purple,Fall
60,Female,Jacket,Outerwear,92,Illinois,Gray,Winter
19,Female,Handbag,Accessories,46,Texas,Lavender,Fall
21,Female,Belt,Accessories,81,Kansas,Indigo,Spring
19,Female,Blouse,Clothing,97,Texas,Green,Fall
46,Female,Shirt,Clothing,93,Nebraska,Green,Summer
21,Female,Handbag,Accessories,56,Arkansas,Olive,Spring
26,Female,Scarf,Accessories,53,South Dakota,Charcoal,Fall
50,Female,Coat,Outerwear,66,Montana,Gray,Spring
43,Female,Hoodie,Clothing,50,Florida,Olive,Fall
61,Female,Shorts,Clothing,97,Virginia,Blue,Summer
63,Female,Sandals,Footwear,79,Louisiana,Silver,Winter
46,Female,Shirt,Clothing,76,Louisiana,Magenta,Fall
63,Female,Hoodie,Clothing,38,Louisiana,Black,Fall
23,Female,Socks,Clothing,45,Georgia,Pink,Fall
57,Female,Handbag,Accessories,77,Iowa,Red,Fall
57,Female,Jewelry,Accessories,51,California,Peach,Summer
33,Female,Coat,Outerwear,26,Oregon,Lavender,Spring
57,Female,Sunglasses,Accessories,76,Maine,Lavender,Winter
55,Female,Gloves,Accessories,94,Louisiana,Beige,Winter
65,Female,Jacket,Outerwear,32,Arkansas,Indigo,Fall
60,Female,Sandals,Footwear,20,Maryland,Cyan,Summer
52,Female,Pants,Clothing,20,Vermont,Yellow,Summer
34,Female,Jacket,Outerwear,59,North Dakota,Peach,Fall
33,Female,Sweater,Clothing,97,Michigan,Yellow,Summer
58,Female,T-shirt,Clothing,68,Arkansas,Orange,Spring
35,Female,Boots,Footwear,66,Kentucky,Gray,Spring
68,Female,Shoes,Footwear,85,Indiana,Yellow,Spring
58,Female,Skirt,Clothing,32,Minnesota,Gray,Fall
34,Female,Coat,Outerwear,44,Louisiana,Turquoise,Spring
47,Female,Blouse,Clothing,95,Kentucky,Gray,Fall
35,Female,Sunglasses,Accessories,85,Georgia,Olive,Winter
34,Female,Gloves,Accessories,44,Alaska,Peach,Summer
36,Female,Sunglasses,Accessories,30,Mississippi,Peach,Winter
23,Female,Sneakers,Footwear,21,Kansas,Magenta,Winter
68,Female,Hoodie,Clothing,22,Arizona,Purple,Summer
23,Female,Boots,Footwear,70,Maine,Beige,Spring
57,Female,Handbag,Accessories,29,Texas,Purple,Spring
21,Female,Shirt,Clothing,83,Virginia,Yellow,Winter
45,Female,Sweater,Clothing,99,North Dakota,Pink,Winter
37,Female,Shorts,Clothing,35,West Virginia,Purple,Fall
18,Female,Belt,Accessories,40,North Carolina,Lavender,Winter
55,Female,Blouse,Clothing,25,Georgia,Peach,Spring
52,Female,T-shirt,Clothing,64,New Mexico,Orange,Fall
49,Female,Belt,Accessories,90,North Carolina,Red,Fall
56,Female,Socks,Clothing,88,Alabama,Red,Fall
27,Female,Belt,Accessories,55,Connecticut,Gold,Winter
22,Female,Handbag,Accessories,90,Montana,Brown,Fall
18,Female,Shirt,Clothing,50,Montana,Black,Winter
21,Female,Belt,Accessories,34,Maine,Red,Fall
30,Female,Jewelry,Accessories,77,Mississippi,Gray,Winter
62,Female,Hat,Accessories,89,Louisiana,Pink,Winter
28,Female,Backpack,Accessories,87,Nebraska,Turquoise,Fall
66,Female,Dress,Clothing,77,Massachusetts,Charcoal,Winter
66,Female,Shoes,Footwear,85,Wisconsin,Blue,Winter
49,Female,Pants,Clothing,66,Nebraska,Turquoise,Summer
40,Female,Dress,Clothing,32,Arizona,Silver,Winter
49,Female,Jacket,Outerwear,92,Hawaii,Lavender,Spring
19,Female,Shirt,Clothing,80,Georgia,Gold,Winter
24,Female,Dress,Clothing,78,Oregon,Blue,Fall
31,Female,Jeans,Clothing,24,Montana,Orange,Spring
35,Female,T-shirt,Clothing,59,Georgia,White,Fall
65,Female,Sunglasses,Accessories,41,Rhode Island,Charcoal,Spring
68,Female,Jewelry,Accessories,26,Tennessee,Maroon,Spring
57,Female,Socks,Clothing,52,Missouri,Olive,Fall
69,Female,Skirt,Clothing,46,Washington,Teal,Summer
45,Female,Pants,Clothing,52,Oklahoma,Orange,Winter
35,Female,Socks,Clothing,42,Connecticut,Maroon,Fall
36,Female,Sandals,Footwear,37,Arkansas,Turquoise,Spring
55,Female,Belt,Accessories,52,Missouri,Beige,Fall
66,Female,Sandals,Footwear,34,Washington,Beige,Spring
57,Female,Shorts,Clothing,88,Idaho,Olive,Spring
18,Female,Handbag,Accessories,88,Montana,Turquoise,Fall
31,Female,Jacket,Outerwear,51,Montana,Charcoal,Summer
50,Female,Sunglasses,Accessories,97,Georgia,Green,Fall
50,Female,Sneakers,Footwear,56,Mississippi,Green,Winter
61,Female,Sweater,Clothing,53,Hawaii,Green,Spring
52,Female,Skirt,Clothing,71,Ohio,Gold,Fall
38,Female,Jewelry,Accessories,93,Virginia,Cyan,Winter
67,Female,Blouse,Clothing,72,Texas,Indigo,Winter
42,Female,Blouse,Clothing,59,Vermont,Lavender,Winter
25,Female,Boots,Footwear,87,Kansas,Beige,Summer
41,Female,Jeans,Clothing,78,California,Purple,Fall
62,Female,Hoodie,Clothing,68,Mississippi,Maroon,Winter
19,Female,Sweater,Clothing,76,Iowa,Maroon,Fall
63,Female,Gloves,Accessories,99,Virginia,Teal,Winter
43,Female,Sneakers,Footwear,52,Maryland,Gold,Summer
68,Female,Sunglasses,Accessories,58,Missouri,Red,Spring
24,Female,Belt,Accessories,59,Wisconsin,Maroon,Winter
27,Female,Sweater,Clothing,71,Maine,Teal,Spring
61,Female,Gloves,Accessories,94,Pennsylvania,Peach,Winter
59,Female,Handbag,Accessories,40,Maine,Pink,Winter
67,Female,Socks,Clothing,24,Missouri,Black,Spring
46,Female,Pants,Clothing,38,Vermont,Indigo,Fall
65,Female,Scarf,Accessories,37,Wisconsin,Green,Fall
63,Female,Coat,Outerwear,29,New Jersey,Teal,Spring
57,Female,Jacket,Outerwear,92,New Mexico,Lavender,Fall
40,Female,Hoodie,Clothing,24,Colorado,Magenta,Fall
36,Female,Boots,Footwear,52,California,Brown,Winter
67,Female,Socks,Clothing,29,Arizona,Beige,Summer
61,Female,Jewelry,Accessories,30,Indiana,Indigo,Winter
64,Female,Shoes,Footwear,31,Arkansas,Peach,Fall
30,Female,Socks,Clothing,67,Nevada,Magenta,Summer
53,Female,Pants,Clothing,65,Rhode Island,Turquoise,Winter
27,Female,Sneakers,Footwear,22,Wyoming,Indigo,Winter
27,Female,Sunglasses,Accessories,56,Texas,Brown,Winter
53,Female,Skirt,Clothing,78,Washington,Yellow,Spring
34,Female,Coat,Outerwear,90,Rhode Island,Magenta,Summer
39,Female,Hoodie,Clothing,85,Illinois,Olive,Winter
44,Female,Sunglasses,Accessories,58,Oregon,Silver,Fall
37,Female,Skirt,Clothing,34,Florida,Teal,Fall
57,Female,Coat,Outerwear,40,Kansas,White,Summer
38,Female,Handbag,Accessories,29,North Dakota,Blue,Fall
21,Female,T-shirt,Clothing,76,New Hampshire,Yellow,Winter
45,Female,Sunglasses,Accessories,84,Texas,Maroon,Fall
68,Female,Shirt,Clothing,65,Montana,Gray,Spring
37,Female,Hoodie,Clothing,80,Delaware,Indigo,Winter
53,Female,Blouse,Clothing,98,New Hampshire,Pink,Fall
57,Female,Sneakers,Footwear,71,Minnesota,Beige,Spring
28,Female,Scarf,Accessories,69,Alaska,White,Fall
37,Female,Jewelry,Accessories,95,Connecticut,Yellow,Spring
54,Female,Pants,Clothing,67,Connecticut,Teal,Fall
49,Female,Sneakers,Footwear,49,Kansas,Olive,Summer
62,Female,Shoes,Footwear,97,Nevada,Maroon,Winter
45,Female,T-shirt,Clothing,34,Massachusetts,White,Spring
45,Female,Belt,Accessories,74,Indiana,Lavender,Fall
49,Female,Jewelry,Accessories,96,Washington,Black,Winter
27,Female,Belt,Accessories,68,Kansas,Green,Summer
63,Female,Belt,Accessories,84,South Carolina,Olive,Fall
61,Female,T-shirt,Clothing,57,Vermont,Gray,Summer
25,Female,Sneakers,Footwear,84,Wyoming,Teal,Fall
33,Female,Sunglasses,Accessories,32,Colorado,Charcoal,Fall
56,Female,Sandals,Footwear,37,West Virginia,Violet,Fall
50,Female,Handbag,Accessories,58,Connecticut,Lavender,Summer
45,Female,Socks,Clothing,74,Oregon,Beige,Fall
45,Female,Hoodie,Clothing,99,Idaho,Black,Summer
65,Female,Sweater,Clothing,81,Arkansas,Black,Fall
63,Female,Pants,Clothing,76,Kansas,Purple,Fall
70,Female,Sneakers,Footwear,98,Michigan,Magenta,Summer
53,Female,Gloves,Accessories,91,Arkansas,Teal,Summer
22,Female,T-shirt,Clothing,79,Pennsylvania,Teal,Summer
26,Female,Backpack,Accessories,83,Virginia,Pink,Summer
23,Female,Coat,Outerwear,90,Minnesota,Teal,Spring
25,Female,Coat,Outerwear,20,Nevada,Gold,Winter
69,Female,Sandals,Footwear,21,Montana,Brown,Spring
36,Female,Backpack,Accessories,60,Nebraska,Brown,Fall
21,Female,Sweater,Clothing,31,Indiana,Magenta,Winter
57,Female,Shorts,Clothing,40,New Jersey,Black,Fall
60,Female,Sunglasses,Accessories,26,Wisconsin,Teal,Winter
44,Female,Shirt,Clothing,98,Minnesota,Brown,Fall
31,Female,Shoes,Footwear,51,New Jersey,Magenta,Spring
57,Female,Hat,Accessories,95,Oklahoma,Indigo,Fall
39,Female,Scarf,Accessories,36,Wisconsin,Violet,Summer
48,Female,Belt,Accessories,52,Rhode Island,Cyan,Winter
42,Female,T-shirt,Clothing,35,Indiana,Violet,Spring
56,Female,Shorts,Clothing,68,Vermont,Black,Fall
28,Female,Pants,Clothing,50,Maine,Charcoal,Winter
40,Female,Sunglasses,Accessories,100,Alabama,White,Winter
49,Female,Coat,Outerwear,74,Alabama,Gray,Winter
37,Female,Hoodie,Clothing,45,Idaho,Pink,Winter
22,Female,Dress,Clothing,97,Arkansas,Cyan,Fall
27,Female,Blouse,Clothing,60,Ohio,Blue,Winter
59,Female,Socks,Clothing,25,Illinois,Indigo,Winter
35,Female,Socks,Clothing,55,Nevada,Magenta,Spring
58,Female,Shoes,Footwear,99,Texas,Lavender,Winter
58,Female,Belt,Accessories,45,Nevada,Orange,Summer
46,Female,Sweater,Clothing,20,Oklahoma,Cyan,Spring
43,Female,Pants,Clothing,88,Alabama,Green,Summer
39,Female,Scarf,Accessories,99,South Dakota,White,Summer
59,Female,Skirt,Clothing,86,Texas,Blue,Spring
59,Female,Dress,Clothing,70,Montana,Black,Summer
59,Female,Hat,Accessories,50,Wyoming,Red,Fall
45,Female,Handbag,Accessories,57,New York,Red,Winter
27,Female,Pants,Clothing,69,Oregon,Gold,Winter
24,Female,T-shirt,Clothing,94,California,Red,Fall
47,Female,Jacket,Outerwear,24,North Carolina,Purple,Spring
70,Female,Scarf,Accessories,79,Kentucky,White,Spring
58,Female,Hat,Accessories,31,Hawaii,Magenta,Fall
45,Female,Jacket,Outerwear,67,Illinois,Pink,Winter
24,Female,Skirt,Clothing,63,West Virginia,Black,Spring
67,Female,Handbag,Accessories,61,South Carolina,White,Spring
31,Female,Backpack,Accessories,50,Montana,Maroon,Summer
52,Female,Coat,Outerwear,82,North Dakota,Black,Spring
29,Female,Belt,Accessories,51,New Mexico,Olive,Fall
62,Female,Handbag,Accessories,23,Missouri,Gray,Spring
19,Female,Coat,Outerwear,91,West Virginia,Gold,Spring
62,Female,Sweater,Clothing,60,South Carolina,Magenta,Spring
70,Female,Blouse,Clothing,34,West Virginia,Lavender,Summer
20,Female,Blouse,Clothing,23,Alaska,Green,Spring
67,Female,Belt,Accessories,82,West Virginia,Violet,Fall
65,Female,Jacket,Outerwear,73,New Mexico,Brown,Fall
45,Female,Shorts,Clothing,32,South Dakota,Teal,Spring
26,Female,Hat,Accessories,80,Oklahoma,Charcoal,Spring
36,Female,Pants,Clothing,58,Oklahoma,Charcoal,Summer
36,Female,Blouse,Clothing,82,Alabama,Beige,Winter
20,Female,Belt,Accessories,60,Mississippi,Turquoise,Summer
30,Female,Handbag,Accessories,79,Mississippi,Orange,Fall
34,Female,Hoodie,Clothing,41,Nebraska,Cyan,Summer
63,Female,Jacket,Outerwear,39,Colorado,Orange,Summer
18,Female,Scarf,Accessories,36,Pennsylvania,Green,Winter
55,Female,Jeans,Clothing,70,Utah,Pink,Fall
48,Female,Handbag,Accessories,47,Massachusetts,Blue,Summer
45,Female,Jacket,Outerwear,27,Iowa,Pink,Winter
29,Female,Hat,Accessories,52,Florida,Blue,Summer
55,Female,Sneakers,Footwear,75,Louisiana,Black,Summer
55,Female,Hat,Accessories,30,Kansas,Black,Fall
55,Female,Socks,Clothing,94,Kansas,Violet,Spring
48,Female,Scarf,Accessories,68,Kentucky,Gold,Summer
42,Female,Socks,Clothing,45,New Mexico,Olive,Summer
21,Female,Hat,Accessories,67,North Carolina,Pink,Summer
45,Female,Jacket,Outerwear,46,North Dakota,Olive,Summer
23,Female,Shorts,Clothing,31,North Dakota,Indigo,Summer
66,Female,Blouse,Clothing,44,Illinois,Silver,Fall
32,Female,Coat,Outerwear,100,Maine,Charcoal,Winter
52,Female,Sweater,Clothing,92,Indiana,Orange,Winter
54,Female,Handbag,Accessories,78,North Dakota,Yellow,Winter
37,Female,T-shirt,Clothing,32,Missouri,Red,Fall
29,Female,Sandals,Footwear,97,Alaska,Maroon,Fall
47,Female,Gloves,Accessories,95,North Dakota,Magenta,Summer
47,Female,Shorts,Clothing,64,Connecticut,Black,Spring
42,Female,Sandals,Footwear,35,Wisconsin,Violet,Spring
34,Female,Backpack,Accessories,54,New Jersey,Gray,Winter
38,Female,Sneakers,Footwear,96,Missouri,Black,Spring
55,Female,Sunglasses,Accessories,58,California,Pink,Summer
27,Female,T-shirt,Clothing,23,Washington,Silver,Summer
55,Female,Jeans,Clothing,35,Minnesota,Violet,Spring
66,Female,Shirt,Clothing,23,California,Beige,Summer
44,Female,Hat,Accessories,94,Texas,Cyan,Winter
39,Female,Blouse,Clothing,45,Montana,Brown,Fall
23,Female,Jacket,Outerwear,23,Arizona,Blue,Winter
29,Female,Skirt,Clothing,94,Minnesota,White,Winter
20,Female,Gloves,Accessories,99,Nebraska,Cyan,Fall
42,Female,T-shirt,Clothing,36,Virginia,Maroon,Fall
55,Female,Jacket,Outerwear,50,Connecticut,Olive,Summer
66,Female,Jacket,Outerwear,81,New Jersey,Violet,Spring
24,Female,Shorts,Clothing,31,Kentucky,Green,Winter
62,Female,Hat,Accessories,48,Washington,Magenta,Fall
28,Female,Handbag,Accessories,91,Florida,Turquoise,Summer
30,Female,Jeans,Clothing,99,Oklahoma,Black,Summer
22,Female,Shoes,Footwear,70,Iowa,Cyan,Summer
28,Female,T-shirt,Clothing,74,New Hampshire,Gray,Winter
35,Female,Jewelry,Accessories,79,Georgia,Red,Fall
45,Female,Handbag,Accessories,33,Mississippi,Olive,Fall
43,Female,Shirt,Clothing,49,New Hampshire,Cyan,Spring
55,Female,Belt,Accessories,96,Washington,Teal,Summer
31,Female,Dress,Clothing,66,Ohio,Teal,Fall
42,Female,Skirt,Clothing,45,Maryland,Orange,Fall
40,Female,Blouse,Clothing,28,Delaware,Peach,Spring
39,Female,Jeans,Clothing,48,Tennessee,Silver,Summer
41,Female,Hoodie,Clothing,67,Arkansas,Pink,Winter
56,Female,T-shirt,Clothing,59,Tennessee,Magenta,Fall
43,Female,Sunglasses,Accessories,74,New Hampshire,Red,Fall
22,Female,Jacket,Outerwear,81,Minnesota,Maroon,Spring
47,Female,Shoes,Footwear,26,Florida,Silver,Spring
50,Female,Handbag,Accessories,61,Tennessee,Gray,Summer
58,Female,Sweater,Clothing,23,California,Turquoise,Winter
50,Female,Scarf,Accessories,33,Oregon,Peach,Fall
43,Female,Skirt,Clothing,58,Tennessee,Teal,Fall
38,Female,Gloves,Accessories,65,North Carolina,Red,Spring
44,Female,T-shirt,Clothing,48,Tennessee,Blue,Summer
30,Female,Sandals,Footwear,25,Nebraska,Blue,Spring
47,Female,Sweater,Clothing,51,Maine,Indigo,Winter
30,Female,Belt,Accessories,31,Illinois,Charcoal,Summer
49,Female,Hoodie,Clothing,99,Colorado,Turquoise,Winter
56,Female,Socks,Clothing,25,Pennsylvania,Maroon,Winter
70,Female,Sandals,Footwear,52,Minnesota,Purple,Spring
22,Female,Blouse,Clothing,47,Nevada,Lavender,Spring
51,Female,Boots,Footwear,98,Connecticut,Yellow,Fall
22,Female,Hat,Accessories,46,Ohio,Green,Winter
37,Female,Shirt,Clothing,32,Kentucky,Yellow,Winter
49,Female,Shorts,Clothing,75,Minnesota,Gold,Fall
61,Female,Handbag,Accessories,51,Tennessee,Turquoise,Summer
41,Female,Dress,Clothing,52,North Dakota,Blue,Summer
57,Female,Hat,Accessories,66,Minnesota,Turquoise,Winter
34,Female,Sweater,Clothing,35,Nebraska,Maroon,Spring
27,Female,Coat,Outerwear,43,Delaware,Pink,Fall
39,Female,Hoodie,Clothing,24,Minnesota,Maroon,Summer
62,Female,Jewelry,Accessories,83,Rhode Island,Olive,Winter
34,Female,T-shirt,Clothing,62,Michigan,Lavender,Fall
53,Female,Pants,Clothing,78,New Jersey,Pink,Spring
35,Female,Sweater,Clothing,61,South Dakota,Cyan,Spring
38,Female,Pants,Clothing,57,North Carolina,Maroon,Fall
32,Female,Socks,Clothing,70,Oregon,Red,Summer
47,Female,Hoodie,Clothing,57,Montana,Silver,Fall
53,Female,Scarf,Accessories,74,New Jersey,Blue,Winter
60,Female,Dress,Clothing,90,Arizona,Gold,Fall
31,Female,Sandals,Footwear,98,Vermont,Yellow,Spring
44,Female,Dress,Clothing,43,Colorado,Silver,Winter
29,Female,Pants,Clothing,37,Tennessee,Black,Winter
19,Female,Blouse,Clothing,38,New Jersey,Yellow,Summer
54,Female,Jeans,Clothing,60,Montana,Pink,Winter
40,Female,Pants,Clothing,55,Montana,Yellow,Winter
39,Female,Sunglasses,Accessories,51,Nevada,Lavender,Fall
44,Female,Backpack,Accessories,71,Nevada,Peach,Winter
22,Female,Hoodie,Clothing,61,Louisiana,Black,Spring
30,Female,Boots,Footwear,65,Illinois,Olive,Summer
69,Female,Gloves,Accessories,34,South Carolina,Olive,Fall
28,Female,Blouse,Clothing,87,Washington,White,Summer
57,Female,Sweater,Clothing,79,Nebraska,Red,Spring
46,Female,Dress,Clothing,46,Alabama,Purple,Spring
48,Female,Socks,Clothing,72,Montana,Purple,Summer
24,Female,Shirt,Clothing,93,Minnesota,Teal,Summer
50,Female,Sandals,Footwear,76,Ohio,Teal,Summer
29,Female,Shoes,Footwear,56,New York,Gray,Winter
61,Female,Sandals,Footwear,83,Indiana,Magenta,Fall
34,Female,Gloves,Accessories,90,Delaware,Black,Winter
27,Female,Boots,Footwear,94,Connecticut,Maroon,Spring
38,Female,Blouse,Clothing,68,New York,Gold,Fall
25,Female,Sandals,Footwear,53,Alabama,Purple,Spring
54,Female,Coat,Outerwear,35,Massachusetts,Blue,Summer
53,Female,Jacket,Outerwear,30,South Carolina,Beige,Summer
23,Female,Jewelry,Accessories,26,West Virginia,Indigo,Winter
19,Female,Hat,Accessories,60,Kentucky,Purple,Winter
57,Female,Shoes,Footwear,30,New Jersey,Maroon,Summer
19,Female,Coat,Outerwear,91,New York,Beige,Winter
33,Female,Boots,Footwear,71,Massachusetts,Brown,Spring
33,Female,Scarf,Accessories,64,Florida,Green,Summer
38,Female,Hat,Accessories,54,Michigan,Blue,Summer
47,Female,Socks,Clothing,35,Oregon,Magenta,Fall
39,Female,T-shirt,Clothing,38,Michigan,Turquoise,Winter
32,Female,Jewelry,Accessories,69,Washington,Gray,Fall
27,Female,Skirt,Clothing,96,Alaska,Purple,Winter
67,Female,Socks,Clothing,73,Montana,Lavender,Winter
46,Female,Belt,Accessories,49,New Mexico,Green,Summer
36,Female,Boots,Footwear,44,Connecticut,Gray,Summer
62,Female,Socks,Clothing,93,Alaska,Yellow,Spring
31,Female,Pants,Clothing,72,Ohio,Orange,Summer
68,Female,Socks,Clothing,91,Montana,Beige,Summer
57,Female,Belt,Accessories,83,Nebraska,Peach,Winter
22,Female,Jacket,Outerwear,62,Oklahoma,Green,Winter
26,Female,Shirt,Clothing,71,Kentucky,Violet,Fall
43,Female,Gloves,Accessories,93,Idaho,Gray,Summer
45,Female,Handbag,Accessories,63,Maryland,Magenta,Fall
64,Female,Sweater,Clothing,96,Tennessee,Charcoal,Fall
28,Female,Skirt,Clothing,78,Michigan,Violet,Spring
47,Female,Dress,Clothing,24,Tennessee,Silver,Summer
53,Female,Pants,Clothing,63,Rhode Island,Green,Summer
42,Female,Hat,Accessories,58,Florida,Magenta,Fall
51,Female,Boots,Footwear,55,Louisiana,Purple,Spring
62,Female,Sandals,Footwear,58,Arkansas,Blue,Fall
18,Female,Coat,Outerwear,28,Kentucky,Yellow,Winter
48,Female,Blouse,Clothing,37,Kansas,Brown,Spring
20,Female,Shorts,Clothing,78,Vermont,Pink,Spring
32,Female,Blouse,Clothing,73,Nevada,Silver,Fall
26,Female,Jacket,Outerwear,20,Oklahoma,Indigo,Spring
31,Female,Shirt,Clothing,60,Alabama,Pink,Winter
55,Female,Handbag,Accessories,71,Louisiana,Lavender,Fall
49,Female,T-shirt,Clothing,89,Ohio,Orange,Fall
42,Female,Hoodie,Clothing,53,Texas,Red,Fall
64,Female,Jewelry,Accessories,87,Maryland,Gray,Summer
68,Female,Jewelry,Accessories,37,West Virginia,Violet,Spring
68,Female,Hoodie,Clothing,37,Ohio,Green,Fall
41,Female,Scarf,Accessories,78,Indiana,Gold,Spring
51,Female,Shoes,Footwear,23,Wyoming,Maroon,Spring
44,Female,Jeans,Clothing,73,Michigan,Olive,Spring
27,Female,Jewelry,Accessories,27,Maine,Yellow,Fall
36,Female,Coat,Outerwear,59,Utah,Peach,Winter
19,Female,Backpack,Accessories,53,Iowa,Gold,Spring
49,Female,Socks,Clothing,42,Maryland,Purple,Summer
18,Female,Scarf,Accessories,45,Texas,Charcoal,Fall
36,Female,Sunglasses,Accessories,89,Ohio,Indigo,Winter
36,Female,Socks,Clothing,85,North Dakota,Magenta,Fall
19,Female,Coat,Outerwear,69,West Virginia,Olive,Summer
43,Female,Sandals,Footwear,66,North Carolina,Blue,Spring
31,Female,Blouse,Clothing,42,Georgia,White,Summer
63,Female,Dress,Clothing,40,Kansas,Cyan,Spring
41,Female,Pants,Clothing,82,Maine,Cyan,Winter
48,Female,Sneakers,Footwear,88,South Carolina,Orange,Spring
68,Female,Boots,Footwear,99,South Carolina,Orange,Summer
53,Female,Handbag,Accessories,85,Kentucky,Teal,Spring
36,Female,Handbag,Accessories,57,Arizona,Magenta,Fall
46,Female,Sweater,Clothing,56,New York,Orange,Summer
21,Female,Sandals,Footwear,79,New Hampshire,Peach,Winter
52,Female,Socks,Clothing,67,Ohio,Maroon,Summer
66,Female,Gloves,Accessories,61,Hawaii,Gold,Winter
